;CRYSTAL PALACE AND WROTHAM MASTS
(LFP324)   N050.58.49.001 E002.11.32.948 N050.59.01.537 E002.11.43.318
(LFP324)   N050.59.01.537 E002.11.43.318 N050.59.14.594 E002.11.51.912
(LFP324)   N050.59.14.594 E002.11.51.912 N050.59.28.072 E002.11.58.666
(LFP324)   N050.59.28.072 E002.11.58.666 N050.59.41.870 E002.12.03.527
(LFP324)   N050.59.41.870 E002.12.03.527 N050.59.55.882 E002.12.06.458
(LFP324)   N050.59.55.882 E002.12.06.458 N051.00.10.001 E002.12.07.438
(LFP324)   N051.00.10.001 E002.12.07.438 N051.00.10.001 E002.12.07.438
;(LFP331)
(LFP331)   N049.49.14.999 E000.36.02.002 N049.49.22.716 E000.35.43.650
(LFP331)   N049.49.22.716 E000.35.43.650 N049.49.31.603 E000.35.26.605
(LFP331)   N049.49.31.603 E000.35.26.605 N049.49.41.414 E000.35.10.826
(LFP331)   N049.49.41.414 E000.35.10.826 N049.49.52.075 E000.34.56.433
(LFP331)   N049.49.52.075 E000.34.56.433 N049.50.03.503 E000.34.43.536
(LFP331)   N049.50.03.503 E000.34.43.536 N049.50.15.613 E000.34.32.234
(LFP331)   N049.50.15.613 E000.34.32.234 N049.50.28.311 E000.34.22.611
(LFP331)   N049.50.28.311 E000.34.22.611 N049.50.41.502 E000.34.14.742
(LFP331)   N049.50.41.502 E000.34.14.742 N049.50.55.085 E000.34.08.686
(LFP331)   N049.50.55.085 E000.34.08.686 N049.51.08.956 E000.34.04.490
(LFP331)   N049.51.08.956 E000.34.04.490 N049.51.23.010 E000.34.02.185
(LFP331)   N049.51.23.010 E000.34.02.185 N049.51.37.141 E000.34.01.789
(LFP331)   N049.51.37.141 E000.34.01.789 N049.51.51.240 E000.34.03.304
(LFP331)   N049.51.51.240 E000.34.03.304 N049.52.05.200 E000.34.06.720
(LFP331)   N049.52.05.200 E000.34.06.720 N049.52.18.915 E000.34.12.010
(LFP331)   N049.52.18.915 E000.34.12.010 N049.52.32.280 E000.34.19.135
(LFP331)   N049.52.32.280 E000.34.19.135 N049.52.45.195 E000.34.28.039
(LFP331)   N049.52.45.195 E000.34.28.039 N049.52.57.560 E000.34.38.655
(LFP331)   N049.52.57.560 E000.34.38.655 N049.53.09.281 E000.34.50.902
(LFP331)   N049.53.09.281 E000.34.50.902 N049.53.20.270 E000.35.04.688
(LFP331)   N049.53.20.270 E000.35.04.688 N049.53.30.442 E000.35.19.907
(LFP331)   N049.53.30.442 E000.35.19.907 N049.53.39.721 E000.35.36.443
(LFP331)   N049.53.39.721 E000.35.36.443 N049.53.48.035 E000.35.54.170
(LFP331)   N049.53.48.035 E000.35.54.170 N049.53.55.321 E000.36.12.954
(LFP331)   N049.53.55.321 E000.36.12.954 N049.54.01.525 E000.36.32.652
(LFP331)   N049.54.01.525 E000.36.32.652 N049.54.06.598 E000.36.53.114
(LFP331)   N049.54.06.598 E000.36.53.114 N049.54.10.501 E000.37.14.183
(LFP331)   N049.54.10.501 E000.37.14.183 N049.54.13.207 E000.37.35.700
(LFP331)   N049.54.13.207 E000.37.35.700 N049.54.14.693 E000.37.57.501
(LFP331)   N049.54.14.693 E000.37.57.501 N049.54.14.948 E000.38.19.420
(LFP331)   N049.54.14.948 E000.38.19.420 N049.54.13.971 E000.38.41.290
(LFP331)   N049.54.13.971 E000.38.41.290 N049.54.11.769 E000.39.02.944
(LFP331)   N049.54.11.769 E000.39.02.944 N049.54.08.359 E000.39.24.219
(LFP331)   N049.54.08.359 E000.39.24.219 N049.54.03.766 E000.39.44.951
(LFP331)   N049.54.03.766 E000.39.44.951 N049.53.58.026 E000.40.04.984
(LFP331)   N049.53.58.026 E000.40.04.984 N049.51.20.002 E000.42.23.000
(LFP331)   N049.51.20.002 E000.42.23.000 N049.49.14.999 E000.36.02.002
;(LFP332)
(LFP332)   N049.58.19.999 E001.17.01.882 N049.58.48.130 E001.16.58.056
(LFP332)   N049.58.48.130 E001.16.58.056 N049.59.01.928 E001.16.53.299
(LFP332)   N049.59.01.928 E001.16.53.299 N049.59.15.406 E001.16.46.692
(LFP332)   N049.59.15.406 E001.16.46.692 N049.59.28.463 E001.16.38.283
(LFP332)   N049.59.28.463 E001.16.38.283 N049.59.40.999 E001.16.28.136
(LFP332)   N049.59.40.999 E001.16.28.136 N049.59.52.919 E001.16.16.330
(LFP332)   N049.59.52.919 E001.16.16.330 N050.00.04.131 E001.16.02.953
(LFP332)   N050.00.04.131 E001.16.02.953 N050.00.14.550 E001.15.48.108
(LFP332)   N050.00.14.550 E001.15.48.108 N050.00.24.098 E001.15.31.907
(LFP332)   N050.00.24.098 E001.15.31.907 N050.00.32.702 E001.15.14.474
(LFP332)   N050.00.32.702 E001.15.14.474 N050.00.40.295 E001.14.55.941
(LFP332)   N050.00.40.295 E001.14.55.941 N050.00.46.821 E001.14.36.450
(LFP332)   N050.00.46.821 E001.14.36.450 N050.00.52.229 E001.14.16.149
(LFP332)   N050.00.52.229 E001.14.16.149 N050.00.56.479 E001.13.55.192
(LFP332)   N050.00.56.479 E001.13.55.192 N050.00.59.538 E001.13.33.739
(LFP332)   N050.00.59.538 E001.13.33.739 N050.01.01.383 E001.13.11.953
(LFP332)   N050.01.01.383 E001.13.11.953 N050.01.01.999 E001.12.50.000
(LFP332)   N050.01.01.999 E001.12.50.000 N050.01.01.383 E001.12.28.047
(LFP332)   N050.01.01.383 E001.12.28.047 N050.00.59.538 E001.12.06.262
(LFP332)   N050.00.59.538 E001.12.06.262 N050.00.56.479 E001.11.44.809
(LFP332)   N050.00.56.479 E001.11.44.809 N050.00.52.229 E001.11.23.852
(LFP332)   N050.00.52.229 E001.11.23.852 N050.00.46.821 E001.11.03.551
(LFP332)   N050.00.46.821 E001.11.03.551 N050.00.40.295 E001.10.44.060
(LFP332)   N050.00.40.295 E001.10.44.060 N050.00.32.702 E001.10.25.527
(LFP332)   N050.00.32.702 E001.10.25.527 N050.00.24.098 E001.10.08.094
(LFP332)   N050.00.24.098 E001.10.08.094 N050.00.14.550 E001.09.51.893
(LFP332)   N050.00.14.550 E001.09.51.893 N050.00.04.131 E001.09.37.048
(LFP332)   N050.00.04.131 E001.09.37.048 N049.59.52.919 E001.09.23.671
(LFP332)   N049.59.52.919 E001.09.23.671 N049.59.40.999 E001.09.11.864
(LFP332)   N049.59.40.999 E001.09.11.864 N049.59.28.463 E001.09.01.718
(LFP332)   N049.59.28.463 E001.09.01.718 N049.59.15.406 E001.08.53.309
(LFP332)   N049.59.15.406 E001.08.53.309 N049.59.01.928 E001.08.46.701
(LFP332)   N049.59.01.928 E001.08.46.701 N049.58.48.130 E001.08.41.945
(LFP332)   N049.58.48.130 E001.08.41.945 N049.58.34.118 E001.08.39.077
(LFP332)   N049.58.34.118 E001.08.39.077 N049.58.19.999 E001.08.38.119
(LFP332)   N049.58.19.999 E001.08.38.119 N049.58.05.880 E001.08.39.077
(LFP332)   N049.58.05.880 E001.08.39.077 N049.57.51.868 E001.08.41.945
(LFP332)   N049.57.51.868 E001.08.41.945 N049.57.38.071 E001.08.46.701
(LFP332)   N049.57.38.071 E001.08.46.701 N049.57.24.592 E001.08.53.309
(LFP332)   N049.57.24.592 E001.08.53.309 N049.57.11.535 E001.09.01.718
(LFP332)   N049.57.11.535 E001.09.01.718 N049.56.58.999 E001.09.11.864
(LFP332)   N049.56.58.999 E001.09.11.864 N049.56.47.080 E001.09.23.671
(LFP332)   N049.56.47.080 E001.09.23.671 N049.56.35.868 E001.09.37.048
(LFP332)   N049.56.35.868 E001.09.37.048 N049.56.25.448 E001.09.51.893
(LFP332)   N049.56.25.448 E001.09.51.893 N049.56.15.900 E001.10.08.094
(LFP332)   N049.56.15.900 E001.10.08.094 N049.56.07.297 E001.10.25.527
(LFP332)   N049.56.07.297 E001.10.25.527 N049.55.59.703 E001.10.44.060
(LFP332)   N049.55.59.703 E001.10.44.060 N049.55.53.177 E001.11.03.551
(LFP332)   N049.55.53.177 E001.11.03.551 N049.55.47.769 E001.11.23.852
(LFP332)   N049.55.47.769 E001.11.23.852 N049.55.43.519 E001.11.44.809
(LFP332)   N049.55.43.519 E001.11.44.809 N049.55.40.460 E001.12.06.262
(LFP332)   N049.55.40.460 E001.12.06.262 N049.55.38.616 E001.12.28.047
(LFP332)   N049.55.38.616 E001.12.28.047 N049.55.37.999 E001.12.50.000
(LFP332)   N049.55.37.999 E001.12.50.000 N049.55.38.616 E001.13.11.953
(LFP332)   N049.55.38.616 E001.13.11.953 N049.55.40.460 E001.13.33.739
(LFP332)   N049.55.40.460 E001.13.33.739 N049.55.43.519 E001.13.55.192
(LFP332)   N049.55.43.519 E001.13.55.192 N049.55.47.769 E001.14.16.149
(LFP332)   N049.55.47.769 E001.14.16.149 N049.55.53.177 E001.14.36.450
(LFP332)   N049.55.53.177 E001.14.36.450 N049.55.59.703 E001.14.55.941
(LFP332)   N049.55.59.703 E001.14.55.941 N049.56.07.297 E001.15.14.474
(LFP332)   N049.56.07.297 E001.15.14.474 N049.56.15.900 E001.15.31.907
(LFP332)   N049.56.15.900 E001.15.31.907 N049.56.25.448 E001.15.48.108
(LFP332)   N049.56.25.448 E001.15.48.108 N049.56.35.868 E001.16.02.953
(LFP332)   N049.56.35.868 E001.16.02.953 N049.56.47.080 E001.16.16.330
(LFP332)   N049.56.47.080 E001.16.16.330 N049.56.58.999 E001.16.28.136
(LFP332)   N049.56.58.999 E001.16.28.136 N049.57.11.535 E001.16.38.283
(LFP332)   N049.57.11.535 E001.16.38.283 N049.57.24.592 E001.16.46.692
(LFP332)   N049.57.24.592 E001.16.46.692 N049.57.38.071 E001.16.53.299
(LFP332)   N049.57.38.071 E001.16.53.299 N049.57.51.868 E001.16.58.056
(LFP332)   N049.57.51.868 E001.16.58.056 N049.58.05.880 E001.17.00.924
(LFP332)   N049.58.05.880 E001.17.00.924 N049.58.19.999 E001.17.01.882
(LFP332)   N049.58.19.999 E001.17.01.882 N049.58.19.999 E001.17.01.882
;(LFP335)
(LFP335)   N049.32.20.000 W001.48.13.374 N049.32.52.299 W001.48.17.728
(LFP335)   N049.32.52.299 W001.48.17.728 N049.33.08.141 W001.48.23.140
(LFP335)   N049.33.08.141 W001.48.23.140 N049.33.23.616 W001.48.30.660
(LFP335)   N049.33.23.616 W001.48.30.660 N049.33.38.607 W001.48.40.228
(LFP335)   N049.33.38.607 W001.48.40.228 N049.33.53.000 W001.48.51.774
(LFP335)   N049.33.53.000 W001.48.51.774 N049.34.06.686 W001.49.05.209
(LFP335)   N049.34.06.686 W001.49.05.209 N049.34.19.559 W001.49.20.431
(LFP335)   N049.34.19.559 W001.49.20.431 N049.34.31.522 W001.49.37.324
(LFP335)   N049.34.31.522 W001.49.37.324 N049.34.42.485 W001.49.55.760
(LFP335)   N049.34.42.485 W001.49.55.760 N049.34.52.363 W001.50.15.598
(LFP335)   N049.34.52.363 W001.50.15.598 N049.35.01.081 W001.50.36.686
(LFP335)   N049.35.01.081 W001.50.36.686 N049.35.08.574 W001.50.58.866
(LFP335)   N049.35.08.574 W001.50.58.866 N049.35.14.783 W001.51.21.967
(LFP335)   N049.35.14.783 W001.51.21.967 N049.35.19.663 W001.51.45.815
(LFP335)   N049.35.19.663 W001.51.45.815 N049.35.23.175 W001.52.10.227
(LFP335)   N049.35.23.175 W001.52.10.227 N049.35.25.293 W001.52.35.018
(LFP335)   N049.35.25.293 W001.52.35.018 N049.35.26.000 W001.52.59.999
(LFP335)   N049.35.26.000 W001.52.59.999 N049.35.25.293 W001.53.24.980
(LFP335)   N049.35.25.293 W001.53.24.980 N049.35.23.175 W001.53.49.771
(LFP335)   N049.35.23.175 W001.53.49.771 N049.35.19.663 W001.54.14.183
(LFP335)   N049.35.19.663 W001.54.14.183 N049.35.14.783 W001.54.38.030
(LFP335)   N049.35.14.783 W001.54.38.030 N049.35.08.574 W001.55.01.132
(LFP335)   N049.35.08.574 W001.55.01.132 N049.35.01.081 W001.55.23.311
(LFP335)   N049.35.01.081 W001.55.23.311 N049.34.52.363 W001.55.44.400
(LFP335)   N049.34.52.363 W001.55.44.400 N049.34.42.485 W001.56.04.238
(LFP335)   N049.34.42.485 W001.56.04.238 N049.34.31.522 W001.56.22.673
(LFP335)   N049.34.31.522 W001.56.22.673 N049.34.19.559 W001.56.39.566
(LFP335)   N049.34.19.559 W001.56.39.566 N049.34.06.686 W001.56.54.788
(LFP335)   N049.34.06.686 W001.56.54.788 N049.33.53.000 W001.57.08.223
(LFP335)   N049.33.53.000 W001.57.08.223 N049.33.38.607 W001.57.19.769
(LFP335)   N049.33.38.607 W001.57.19.769 N049.33.23.616 W001.57.29.338
(LFP335)   N049.33.23.616 W001.57.29.338 N049.33.08.141 W001.57.36.857
(LFP335)   N049.33.08.141 W001.57.36.857 N049.32.52.299 W001.57.42.269
(LFP335)   N049.32.52.299 W001.57.42.269 N049.32.36.211 W001.57.45.533
(LFP335)   N049.32.36.211 W001.57.45.533 N049.32.20.000 W001.57.46.624
(LFP335)   N049.32.20.000 W001.57.46.624 N049.32.03.789 W001.57.45.533
(LFP335)   N049.32.03.789 W001.57.45.533 N049.31.47.702 W001.57.42.269
(LFP335)   N049.31.47.702 W001.57.42.269 N049.31.31.860 W001.57.36.857
(LFP335)   N049.31.31.860 W001.57.36.857 N049.31.16.385 W001.57.29.338
(LFP335)   N049.31.16.385 W001.57.29.338 N049.31.01.393 W001.57.19.769
(LFP335)   N049.31.01.393 W001.57.19.769 N049.30.47.000 W001.57.08.223
(LFP335)   N049.30.47.000 W001.57.08.223 N049.30.33.315 W001.56.54.788
(LFP335)   N049.30.33.315 W001.56.54.788 N049.30.20.442 W001.56.39.566
(LFP335)   N049.30.20.442 W001.56.39.566 N049.30.08.479 W001.56.22.673
(LFP335)   N049.30.08.479 W001.56.22.673 N049.29.57.516 W001.56.04.238
(LFP335)   N049.29.57.516 W001.56.04.238 N049.29.47.638 W001.55.44.400
(LFP335)   N049.29.47.638 W001.55.44.400 N049.29.38.920 W001.55.23.311
(LFP335)   N049.29.38.920 W001.55.23.311 N049.29.31.427 W001.55.01.132
(LFP335)   N049.29.31.427 W001.55.01.132 N049.29.25.218 W001.54.38.030
(LFP335)   N049.29.25.218 W001.54.38.030 N049.29.20.338 W001.54.14.183
(LFP335)   N049.29.20.338 W001.54.14.183 N049.29.16.826 W001.53.49.771
(LFP335)   N049.29.16.826 W001.53.49.771 N049.29.14.708 W001.53.24.980
(LFP335)   N049.29.14.708 W001.53.24.980 N049.29.14.000 W001.52.59.999
(LFP335)   N049.29.14.000 W001.52.59.999 N049.29.14.708 W001.52.35.018
(LFP335)   N049.29.14.708 W001.52.35.018 N049.29.16.826 W001.52.10.227
(LFP335)   N049.29.16.826 W001.52.10.227 N049.29.20.338 W001.51.45.815
(LFP335)   N049.29.20.338 W001.51.45.815 N049.29.25.218 W001.51.21.967
(LFP335)   N049.29.25.218 W001.51.21.967 N049.29.31.427 W001.50.58.866
(LFP335)   N049.29.31.427 W001.50.58.866 N049.29.38.920 W001.50.36.686
(LFP335)   N049.29.38.920 W001.50.36.686 N049.29.47.638 W001.50.15.598
(LFP335)   N049.29.47.638 W001.50.15.598 N049.29.57.516 W001.49.55.760
(LFP335)   N049.29.57.516 W001.49.55.760 N049.30.08.479 W001.49.37.324
(LFP335)   N049.30.08.479 W001.49.37.324 N049.30.20.442 W001.49.20.431
(LFP335)   N049.30.20.442 W001.49.20.431 N049.30.33.315 W001.49.05.209
(LFP335)   N049.30.33.315 W001.49.05.209 N049.30.47.000 W001.48.51.774
(LFP335)   N049.30.47.000 W001.48.51.774 N049.31.01.393 W001.48.40.228
(LFP335)   N049.31.01.393 W001.48.40.228 N049.31.16.385 W001.48.30.660
(LFP335)   N049.31.16.385 W001.48.30.660 N049.31.31.860 W001.48.23.140
(LFP335)   N049.31.31.860 W001.48.23.140 N049.31.47.702 W001.48.17.728
(LFP335)   N049.31.47.702 W001.48.17.728 N049.32.03.789 W001.48.14.465
(LFP335)   N049.32.03.789 W001.48.14.465 N049.32.20.000 W001.48.13.374
(LFP335)   N049.32.20.000 W001.48.13.374 N049.32.20.000 W001.48.13.374
;(LFP336)
(LFP336)   N049.40.59.999 W001.50.07.513 N049.41.19.378 W001.50.10.134
(LFP336)   N049.41.19.378 W001.50.10.134 N049.41.28.883 W001.50.13.391
(LFP336)   N049.41.28.883 W001.50.13.391 N049.41.38.168 W001.50.17.916
(LFP336)   N049.41.38.168 W001.50.17.916 N049.41.47.163 W001.50.23.674
(LFP336)   N049.41.47.163 W001.50.23.674 N049.41.55.799 W001.50.30.622
(LFP336)   N049.41.55.799 W001.50.30.622 N049.42.04.010 W001.50.38.707
(LFP336)   N049.42.04.010 W001.50.38.707 N049.42.11.734 W001.50.47.867
(LFP336)   N049.42.11.734 W001.50.47.867 N049.42.18.912 W001.50.58.033
(LFP336)   N049.42.18.912 W001.50.58.033 N049.42.25.489 W001.51.09.127
(LFP336)   N049.42.25.489 W001.51.09.127 N049.42.31.416 W001.51.21.065
(LFP336)   N049.42.31.416 W001.51.21.065 N049.42.36.647 W001.51.33.756
(LFP336)   N049.42.36.647 W001.51.33.756 N049.42.41.143 W001.51.47.103
(LFP336)   N049.42.41.143 W001.51.47.103 N049.42.44.868 W001.52.01.005
(LFP336)   N049.42.44.868 W001.52.01.005 N049.42.47.796 W001.52.15.356
(LFP336)   N049.42.47.796 W001.52.15.356 N049.42.49.903 W001.52.30.047
(LFP336)   N049.42.49.903 W001.52.30.047 N049.42.51.174 W001.52.44.966
(LFP336)   N049.42.51.174 W001.52.44.966 N049.42.51.599 W001.52.59.999
(LFP336)   N049.42.51.599 W001.52.59.999 N049.42.51.174 W001.53.15.032
(LFP336)   N049.42.51.174 W001.53.15.032 N049.42.49.903 W001.53.29.951
(LFP336)   N049.42.49.903 W001.53.29.951 N049.42.47.796 W001.53.44.641
(LFP336)   N049.42.47.796 W001.53.44.641 N049.42.44.868 W001.53.58.992
(LFP336)   N049.42.44.868 W001.53.58.992 N049.42.41.143 W001.54.12.894
(LFP336)   N049.42.41.143 W001.54.12.894 N049.42.36.647 W001.54.26.241
(LFP336)   N049.42.36.647 W001.54.26.241 N049.42.31.416 W001.54.38.932
(LFP336)   N049.42.31.416 W001.54.38.932 N049.42.25.489 W001.54.50.870
(LFP336)   N049.42.25.489 W001.54.50.870 N049.42.18.912 W001.55.01.964
(LFP336)   N049.42.18.912 W001.55.01.964 N049.42.11.734 W001.55.12.130
(LFP336)   N049.42.11.734 W001.55.12.130 N049.42.04.010 W001.55.21.290
(LFP336)   N049.42.04.010 W001.55.21.290 N049.41.55.799 W001.55.29.375
(LFP336)   N049.41.55.799 W001.55.29.375 N049.41.47.163 W001.55.36.324
(LFP336)   N049.41.47.163 W001.55.36.324 N049.41.38.168 W001.55.42.082
(LFP336)   N049.41.38.168 W001.55.42.082 N049.41.28.883 W001.55.46.607
(LFP336)   N049.41.28.883 W001.55.46.607 N049.41.19.378 W001.55.49.864
(LFP336)   N049.41.19.378 W001.55.49.864 N049.41.09.725 W001.55.51.828
(LFP336)   N049.41.09.725 W001.55.51.828 N049.40.59.999 W001.55.52.484
(LFP336)   N049.40.59.999 W001.55.52.484 N049.40.50.272 W001.55.51.828
(LFP336)   N049.40.50.272 W001.55.51.828 N049.40.40.620 W001.55.49.864
(LFP336)   N049.40.40.620 W001.55.49.864 N049.40.31.115 W001.55.46.607
(LFP336)   N049.40.31.115 W001.55.46.607 N049.40.21.829 W001.55.42.082
(LFP336)   N049.40.21.829 W001.55.42.082 N049.40.12.835 W001.55.36.324
(LFP336)   N049.40.12.835 W001.55.36.324 N049.40.04.199 W001.55.29.375
(LFP336)   N049.40.04.199 W001.55.29.375 N049.39.55.988 W001.55.21.290
(LFP336)   N049.39.55.988 W001.55.21.290 N049.39.48.264 W001.55.12.130
(LFP336)   N049.39.48.264 W001.55.12.130 N049.39.41.086 W001.55.01.964
(LFP336)   N049.39.41.086 W001.55.01.964 N049.39.34.508 W001.54.50.870
(LFP336)   N049.39.34.508 W001.54.50.870 N049.39.28.581 W001.54.38.932
(LFP336)   N049.39.28.581 W001.54.38.932 N049.39.23.350 W001.54.26.241
(LFP336)   N049.39.23.350 W001.54.26.241 N049.39.18.855 W001.54.12.894
(LFP336)   N049.39.18.855 W001.54.12.894 N049.39.15.129 W001.53.58.992
(LFP336)   N049.39.15.129 W001.53.58.992 N049.39.12.201 W001.53.44.641
(LFP336)   N049.39.12.201 W001.53.44.641 N049.39.10.094 W001.53.29.951
(LFP336)   N049.39.10.094 W001.53.29.951 N049.39.08.823 W001.53.15.032
(LFP336)   N049.39.08.823 W001.53.15.032 N049.39.08.399 W001.52.59.999
(LFP336)   N049.39.08.399 W001.52.59.999 N049.39.08.823 W001.52.44.966
(LFP336)   N049.39.08.823 W001.52.44.966 N049.39.10.094 W001.52.30.047
(LFP336)   N049.39.10.094 W001.52.30.047 N049.39.12.201 W001.52.15.356
(LFP336)   N049.39.12.201 W001.52.15.356 N049.39.15.129 W001.52.01.005
(LFP336)   N049.39.15.129 W001.52.01.005 N049.39.18.855 W001.51.47.103
(LFP336)   N049.39.18.855 W001.51.47.103 N049.39.23.350 W001.51.33.756
(LFP336)   N049.39.23.350 W001.51.33.756 N049.39.28.581 W001.51.21.065
(LFP336)   N049.39.28.581 W001.51.21.065 N049.39.34.508 W001.51.09.127
(LFP336)   N049.39.34.508 W001.51.09.127 N049.39.41.086 W001.50.58.033
(LFP336)   N049.39.41.086 W001.50.58.033 N049.39.48.264 W001.50.47.867
(LFP336)   N049.39.48.264 W001.50.47.867 N049.39.55.988 W001.50.38.707
(LFP336)   N049.39.55.988 W001.50.38.707 N049.40.04.199 W001.50.30.622
(LFP336)   N049.40.04.199 W001.50.30.622 N049.40.12.835 W001.50.23.674
(LFP336)   N049.40.12.835 W001.50.23.674 N049.40.21.829 W001.50.17.916
(LFP336)   N049.40.21.829 W001.50.17.916 N049.40.31.115 W001.50.13.391
(LFP336)   N049.40.31.115 W001.50.13.391 N049.40.40.620 W001.50.10.134
(LFP336)   N049.40.40.620 W001.50.10.134 N049.40.50.272 W001.50.08.170
(LFP336)   N049.40.50.272 W001.50.08.170 N049.40.59.999 W001.50.07.513
(LFP336)   N049.40.59.999 W001.50.07.513 N049.40.59.999 W001.50.07.513
;EBD31
EBD31      N050.57.51.998 E002.59.34.084 N050.58.05.022 E002.59.32.275
EBD31      N050.58.05.022 E002.59.32.275 N050.58.11.410 E002.59.30.026
EBD31      N050.58.11.410 E002.59.30.026 N050.58.17.650 E002.59.26.902
EBD31      N050.58.17.650 E002.59.26.902 N050.58.23.695 E002.59.22.927
EBD31      N050.58.23.695 E002.59.22.927 N050.58.29.498 E002.59.18.130
EBD31      N050.58.29.498 E002.59.18.130 N050.58.35.017 E002.59.12.548
EBD31      N050.58.35.017 E002.59.12.548 N050.58.40.207 E002.59.06.224
EBD31      N050.58.40.207 E002.59.06.224 N050.58.45.031 E002.58.59.205
EBD31      N050.58.45.031 E002.58.59.205 N050.58.49.452 E002.58.51.546
EBD31      N050.58.49.452 E002.58.51.546 N050.58.53.435 E002.58.43.304
EBD31      N050.58.53.435 E002.58.43.304 N050.58.56.950 E002.58.34.542
EBD31      N050.58.56.950 E002.58.34.542 N050.58.59.971 E002.58.25.327
EBD31      N050.58.59.971 E002.58.25.327 N050.59.02.475 E002.58.15.729
EBD31      N050.59.02.475 E002.58.15.729 N050.59.04.443 E002.58.05.821
EBD31      N050.59.04.443 E002.58.05.821 N050.59.05.859 E002.57.55.678
EBD31      N050.59.05.859 E002.57.55.678 N050.59.06.713 E002.57.45.378
EBD31      N050.59.06.713 E002.57.45.378 N050.59.06.998 E002.57.34.999
EBD31      N050.59.06.998 E002.57.34.999 N050.59.06.713 E002.57.24.620
EBD31      N050.59.06.713 E002.57.24.620 N050.59.05.859 E002.57.14.320
EBD31      N050.59.05.859 E002.57.14.320 N050.59.04.443 E002.57.04.178
EBD31      N050.59.04.443 E002.57.04.178 N050.59.02.475 E002.56.54.270
EBD31      N050.59.02.475 E002.56.54.270 N050.58.59.971 E002.56.44.672
EBD31      N050.58.59.971 E002.56.44.672 N050.58.56.950 E002.56.35.457
EBD31      N050.58.56.950 E002.56.35.457 N050.58.53.435 E002.56.26.695
EBD31      N050.58.53.435 E002.56.26.695 N050.58.49.452 E002.56.18.453
EBD31      N050.58.49.452 E002.56.18.453 N050.58.45.031 E002.56.10.793
EBD31      N050.58.45.031 E002.56.10.793 N050.58.40.207 E002.56.03.775
EBD31      N050.58.40.207 E002.56.03.775 N050.58.35.017 E002.55.57.451
EBD31      N050.58.35.017 E002.55.57.451 N050.58.29.498 E002.55.51.869
EBD31      N050.58.29.498 E002.55.51.869 N050.58.23.695 E002.55.47.072
EBD31      N050.58.23.695 E002.55.47.072 N050.58.17.650 E002.55.43.096
EBD31      N050.58.17.650 E002.55.43.096 N050.58.11.410 E002.55.39.972
EBD31      N050.58.11.410 E002.55.39.972 N050.58.05.022 E002.55.37.723
EBD31      N050.58.05.022 E002.55.37.723 N050.57.58.535 E002.55.36.367
EBD31      N050.57.58.535 E002.55.36.367 N050.57.51.998 E002.55.35.914
EBD31      N050.57.51.998 E002.55.35.914 N050.57.45.462 E002.55.36.367
EBD31      N050.57.45.462 E002.55.36.367 N050.57.38.975 E002.55.37.723
EBD31      N050.57.38.975 E002.55.37.723 N050.57.32.587 E002.55.39.972
EBD31      N050.57.32.587 E002.55.39.972 N050.57.26.347 E002.55.43.096
EBD31      N050.57.26.347 E002.55.43.096 N050.57.20.302 E002.55.47.072
EBD31      N050.57.20.302 E002.55.47.072 N050.57.14.498 E002.55.51.869
EBD31      N050.57.14.498 E002.55.51.869 N050.57.08.980 E002.55.57.451
EBD31      N050.57.08.980 E002.55.57.451 N050.57.03.789 E002.56.03.775
EBD31      N050.57.03.789 E002.56.03.775 N050.56.58.965 E002.56.10.793
EBD31      N050.56.58.965 E002.56.10.793 N050.56.54.545 E002.56.18.453
EBD31      N050.56.54.545 E002.56.18.453 N050.56.50.562 E002.56.26.695
EBD31      N050.56.50.562 E002.56.26.695 N050.56.47.046 E002.56.35.457
EBD31      N050.56.47.046 E002.56.35.457 N050.56.44.025 E002.56.44.672
EBD31      N050.56.44.025 E002.56.44.672 N050.56.41.521 E002.56.54.270
EBD31      N050.56.41.521 E002.56.54.270 N050.56.39.554 E002.57.04.178
EBD31      N050.56.39.554 E002.57.04.178 N050.56.38.138 E002.57.14.320
EBD31      N050.56.38.138 E002.57.14.320 N050.56.37.284 E002.57.24.620
EBD31      N050.56.37.284 E002.57.24.620 N050.56.36.998 E002.57.34.999
EBD31      N050.56.36.998 E002.57.34.999 N050.56.37.284 E002.57.45.378
EBD31      N050.56.37.284 E002.57.45.378 N050.56.38.138 E002.57.55.678
EBD31      N050.56.38.138 E002.57.55.678 N050.56.39.554 E002.58.05.821
